No.,Description,Product Group Code,Inventory Posting Group,Sales (Qty.),Sales (Qty.) - Year,Quantity on Hand,Unit Price
SL8-30EXS3,8 inch 304 stainless exhaust component 30 inch long,HARDWARE,PIPE,466,54,183,213.49
SL8-30XBS,8 inch stainless exhaust component 30 inch long,MUFFLER,PIPE,112,23,150,357.39
SL8-36SBA,8 inch aluminized exhaust component 36 inch long,CHROME,PIPE,525,101,95,281.23
SL8-36SBS,8 inch stainless exhaust component 36 inch long,PIPE,PIPE,547,102,151,0.0
SL8-36EXC,8 inch chrome exhaust component 36 inch long,HARDWARE,PIPE,116,55,168,0.0
SL8-36EXS3,8 inch 304 stainless exhaust component 36 inch long,CLAMP,PIPE,273,17,26,111.41
SL8-36EXS,8 inch stainless exhaust component 36 inch long,HARDWARE,PIPE,0,104,150,452.39
SL8-42SBA,8 inch aluminized exhaust component 42 inch long,MUFFLER,PIPE,498,28,79,317.14
SL8-42EXC,8 inch chrome exhaust component 42 inch long,HARDWARE,PIPE,0,26,204,256.4
SL8-42EXA,8 inch aluminized exhaust component 42 inch long,ELBOW,PIPE,580,59,252,240.56
SL8-42EXS,8 inch stainless exhaust component 42 inch long,HARDWARE,PIPE,277,47,328,370.03
SL8-42XBC,8 inch chrome exhaust component 42 inch long,PIPE,PIPE,553,66,328,0.0
SL8-42XBA,8 inch aluminized exhaust component 42 inch long,CHROME,PIPE,0,114,355,184.83
SL8-42XBS3,8 inch 304 stainless exhaust component 42 inch long,HARDWARE,PIPE,0,35,123,250.4
SL8-48SBS3,8 inch 304 stainless exhaust component 48 inch long,CLAMP,PIPE,240,58,215,125.12
SL8-48SBS,8 inch stainless exhaust component 48 inch long,PIPE,PIPE,527,96,385,43.9
SL8-48EXA,8 inch aluminized exhaust component 48 inch long,MUFFLER,PIPE,396,84,95,0.0
SL8-48EXS3,8 inch 304 stainless exhaust component 48 inch long,CLAMP,PIPE,571,41,144,272.3
SL8-48EXS,8 inch stainless exhaust component 48 inch long,HARDWARE,PIPE,391,56,63,29.5
SL8-48XBA,8 inch aluminized exhaust component 48 inch long,HARDWARE,PIPE,0,91,330,337.23
SL8-48XBS,8 inch stainless exhaust component 48 inch long,CHROME,PIPE,409,73,81,123.46
SL8-54SBS3,8 inch 304 stainless exhaust component 54 inch long,ELBOW,PIPE,449,67,352,149.46
SL8-60SBS,8 inch stainless exhaust component 60 inch long,PIPE,PIPE,11,28,110,363.83
SL8-60XBC,8 inch chrome exhaust component 60 inch long,CLAMP,PIPE,240,3,249,259.39
SL8-72SBS3,8 inch 304 stainless exhaust component 72 inch long,CLAMP,PIPE,483,98,133,153.29
SL8-72EXS,8 inch stainless exhaust component 72 inch long,PROPRIETAR,PIPE,23,41,254,326.84
SL8-72XBC,8 inch chrome exhaust component 72 inch long,ELBOW,PIPE,139,9,356,65.33
SL8-72XBA,8 inch aluminized exhaust component 72 inch long,MUFFLER,PIPE,0,18,314,346.47
SL8-72XBS,8 inch stainless exhaust component 72 inch long,PIPE,PIPE,0,82,255,288.52
SL8-84SBC,8 inch chrome exhaust component 84 inch long,CHROME,PIPE,210,7,380,360.81
SL8-84SBA,8 inch aluminized exhaust component 84 inch long,PIPE,PIPE,0,23,257,258.05
SL8-84EXA,8 inch aluminized exhaust component 84 inch long,ELBOW,PIPE,200,12,198,131.52
SL8-96SBC,8 inch chrome exhaust component 96 inch long,PIPE,PIPE,76,23,323,322.67
SL8-96SBS,8 inch stainless exhaust component 96 inch long,CLAMP,PIPE,575,34,313,93.04
SL8-96EXC,8 inch chrome exhaust component 96 inch long,ELBOW,PIPE,525,105,5,360.99
SL8-96EXA,8 inch aluminized exhaust component 96 inch long,HARDWARE,PIPE,291,13,321,385.25
SL8-96EXS3,8 inch 304 stainless exhaust component 96 inch long,CHROME,PIPE,0,70,381,102.67
SL8-96EXS,8 inch stainless exhaust component 96 inch long,HARDWARE,PIPE,0,4,243,79.43
SL8-96XBC,8 inch chrome exhaust component 96 inch long,ELBOW,PIPE,0,52,98,123.48
CSP3-12EXS3,3 inch 304 stainless exhaust component 12 inch long,PROPRIETAR,PIPE,166,77,142,225.82
CSP3-12XBA,3 inch aluminized exhaust component 12 inch long,PROPRIETAR,OBSOLETE,477,22,31,192.2
CSP3-12XBS,3 inch stainless exhaust component 12 inch long,CHROME,PIPE,0,30,344,300.01
CSP3-18SBSC,Cab side pipe (extended),PIPE,PIPE,0,26,220,0.0
CSP3-18SBS,3 inch stainless exhaust component 18 inch long,CHROME,PIPE,270,46,374,0.0
CSP3-18EXSC,Cab side pipe (extended),PIPE,PIPE,595,24,93,269.35
CSP3-18EXS,3 inch stainless exhaust component 18 inch long,CHROME,PIPE,503,0,354,117.34
CSP3-24SBA,3 inch aluminized exhaust component 24 inch long,MUFFLER,PIPE,530,70,224,368.81
CSP3-24EXA,3 inch aluminized exhaust component 24 inch long,HARDWARE,PIPE,316,56,350,283.76
CSP3-24EXS3,3 inch 304 stainless exhaust component 24 inch long,CLAMP,PIPE,0,6,207,255.72
CSP3-24EXS,3 inch stainless exhaust component 24 inch long,HARDWARE,PIPE,298,57,231,329.15
CSP3-24XBS,3 inch stainless exhaust component 24 inch long,ELBOW,PIPE,386,17,130,106.57
CSP3-30SBS,3 inch stainless exhaust component 30 inch long,MUFFLER,PIPE,45,78,227,462.72
CSP3-30EXC,3 inch chrome exhaust component 30 inch long,HARDWARE,PIPE,198,38,31,341.31
CSP3-30EXSC,Cab side pipe (extended),CLAMP,PIPE,0,54,263,463.9
CSP3-30EXS3,3 inch 304 stainless exhaust component 30 inch long,MUFFLER,PIPE,155,23,137,51.25
CSP3-30XBC,3 inch chrome exhaust component 30 inch long,CLAMP,PIPE,0,24,362,409.38
CSP3-30XBA,3 inch aluminized exhaust component 30 inch long,CHROME,PIPE,114,33,94,298.07
CSP3-30XBSC,Cab side pipe (extended),CHROME,PIPE,274,57,346,434.07
CSP3-36SBA,3 inch aluminized exhaust component 36 inch long,CHROME,PIPE,320,75,20,139.43
CSP3-36SBS3,3 inch 304 stainless exhaust component 36 inch long,PIPE,PIPE,0,120,239,137.53
CSP3-36SBS,3 inch stainless exhaust component 36 inch long,ELBOW,PIPE,471,20,397,245.26
CSP3-36XBS,3 inch stainless exhaust component 36 inch long,ELBOW,PIPE,490,110,256,210.52
CSP3-42SBSC,Cab side pipe (extended),PROPRIETAR,OBSOLETE,220,43,159,423.47
CSP3-42SBS3,3 inch 304 stainless exhaust component 42 inch long,MUFFLER,PIPE,328,59,167,329.24
CSP3-42EXC,3 inch chrome exhaust component 42 inch long,MUFFLER,PIPE,72,42,108,308.3
CSP3-42EXA,3 inch aluminized exhaust component 42 inch long,ELBOW,PIPE,470,94,363,146.82
CSP3-42EXSC,Cab side pipe (extended),MUFFLER,PIPE,19,85,284,168.44
CSP3-42XBA,3 inch aluminized exhaust component 42 inch long,HARDWARE,PIPE,403,40,387,275.54
CSP3-42XBSC,Cab side pipe (extended),MUFFLER,PIPE,516,2,149,421.21
CSP3-42XBS3,3 inch 304 stainless exhaust component 42 inch long,HARDWARE,PIPE,282,82,72,226.38
CSP3-48SBSC,Cab side pipe (extended),PIPE,PIPE,23,100,145,0.0
CSP3-48EXC,3 inch chrome exhaust component 48 inch long,CHROME,OBSOLETE,0,8,378,98.62
CSP3-48EXA,3 inch aluminized exhaust component 48 inch long,MUFFLER,PIPE,246,63,349,163.88
CSP3-48EXS3,3 inch 304 stainless exhaust component 48 inch long,MUFFLER,PIPE,504,58,149,438.14
CSP3-48XBC,3 inch chrome exhaust component 48 inch long,PIPE,PIPE,132,41,156,12.82
CSP3-48XBS,3 inch stainless exhaust component 48 inch long,CLAMP,PIPE,169,63,112,56.33
CSP3-54SBA,3 inch aluminized exhaust component 54 inch long,PROPRIETAR,OBSOLETE,333,81,218,435.47
CSP3-54SBSC,Cab side pipe (extended),CLAMP,PIPE,539,88,304,443.89
CSP3-54SBS,3 inch stainless exhaust component 54 inch long,CLAMP,PIPE,370,56,231,347.91
CSP3-54EXC,3 inch chrome exhaust component 54 inch long,CHROME,PIPE,293,93,277,364.2
CSP3-54EXSC,Cab side pipe (extended),PROPRIETAR,PIPE,431,4,54,26.02
CSP3-54EXS3,3 inch 304 stainless exhaust component 54 inch long,HARDWARE,PIPE,0,37,264,169.25
CSP3-54XBC,3 inch chrome exhaust component 54 inch long,CLAMP,PIPE,588,75,257,385.38
CSP3-54XBS,3 inch stainless exhaust component 54 inch long,CHROME,PIPE,137,24,299,335.33
CSP3-60SBC,3 inch chrome exhaust component 60 inch long,CLAMP,PIPE,41,2,25,372.82
CSP3-60SBSC,Cab side pipe (extended),MUFFLER,PIPE,299,19,32,104.82
CSP3-60EXC,3 inch chrome exhaust component 60 inch long,MUFFLER,PIPE,267,60,90,88.38
CSP3-60EXA,3 inch aluminized exhaust component 60 inch long,ELBOW,PIPE,512,118,154,174.07
CSP3-60EXSC,Cab side pipe (extended),ELBOW,PIPE,328,94,148,94.05
CSP3-60EXS,3 inch stainless exhaust component 60 inch long,CLAMP,PIPE,0,105,250,442.26
CSP3-60XBC,3 inch chrome exhaust component 60 inch long,ELBOW,PIPE,402,65,320,0.0
CSP3-60XBA,3 inch aluminized exhaust component 60 inch long,CLAMP,PIPE,0,54,375,0.0
CSP3-72SBA,3 inch aluminized exhaust component 72 inch long,CHROME,PIPE,19,27,355,322.63
CSP3-72SBSC,Cab side pipe (extended),CHROME,PIPE,170,23,53,360.26
CSP3-72SBS,3 inch stainless exhaust component 72 inch long,HARDWARE,PIPE,285,110,380,446.0
CSP3-72EXS3,3 inch 304 stainless exhaust component 72 inch long,MUFFLER,PIPE,8,19,80,249.13
CSP3-72XBC,3 inch chrome exhaust component 72 inch long,HARDWARE,PIPE,235,115,194,352.46
CSP3-72XBSC,Cab side pipe (extended),CHROME,OBSOLETE,597,88,302,344.83
CSP3-84SBS,3 inch stainless exhaust component 84 inch long,HARDWARE,PIPE,0,23,269,338.2
CSP3-84EXS,3 inch stainless exhaust component 84 inch long,HARDWARE,PIPE,231,112,328,189.31
CSP3-84XBS3,3 inch 304 stainless exhaust component 84 inch long,ELBOW,PIPE,579,64,22,324.86
CSP3-84XBS,3 inch stainless exhaust component 84 inch long,CHROME,PIPE,565,48,355,358.11
CSP3-96SBS,3 inch stainless exhaust component 96 inch long,CLAMP,PIPE,172,40,32,0.0
CSP3-96EXA,3 inch aluminized exhaust component 96 inch long,MUFFLER,PIPE,365,30,361,0.0
CSP3.5-12SBS3,3.5 inch 304 stainless exhaust component 12 inch long,HARDWARE,PIPE,220,4,112,103.96
CSP3.5-12SBS,3.5 inch stainless exhaust component 12 inch long,HARDWARE,PIPE,377,120,93,236.42
CSP3.5-12EXA,3.5 inch aluminized exhaust component 12 inch long,CHROME,PIPE,143,22,263,306.08
CSP3.5-12EXS3,3.5 inch 304 stainless exhaust component 12 inch long,PIPE,PIPE,514,15,136,223.29
CSP3.5-18SBS3,3.5 inch 304 stainless exhaust component 18 inch long,HARDWARE,PIPE,46,104,298,135.51
CSP3.5-18EXS3,3.5 inch 304 stainless exhaust component 18 inch long,MUFFLER,PIPE,0,118,126,407.03
CSP3.5-24SBS3,3.5 inch 304 stainless exhaust component 24 inch long,CLAMP,PIPE,235,69,196,251.11
CSP3.5-24SBS,3.5 inch stainless exhaust component 24 inch long,CLAMP,PIPE,431,86,153,327.0
CSP3.5-24EXS3,3.5 inch 304 stainless exhaust component 24 inch long,PIPE,PIPE,500,62,220,76.46
CSP3.5-24XBC,3.5 inch chrome exhaust component 24 inch long,CLAMP,PIPE,0,63,30,323.17
CSP3.5-24XBS,3.5 inch stainless exhaust component 24 inch long,CHROME,PIPE,469,44,242,171.97
CSP3.5-30SBC,3.5 inch chrome exhaust component 30 inch long,ELBOW,PIPE,0,14,239,304.09
CSP3.5-30EXS3,3.5 inch 304 stainless exhaust component 30 inch long,CHROME,PIPE,8,5,147,212.37
CSP3.5-30EXS,3.5 inch stainless exhaust component 30 inch long,ELBOW,PIPE,0,116,95,0.0
CSP3.5-36SBC,3.5 inch chrome exhaust component 36 inch long,PIPE,PIPE,126,28,386,423.35
CSP3.5-36EXC,3.5 inch chrome exhaust component 36 inch long,MUFFLER,PIPE,0,79,50,205.98
CSP3.5-36EXS3,3.5 inch 304 stainless exhaust component 36 inch long,ELBOW,PIPE,593,98,370,224.31
CSP3.5-36EXS,3.5 inch stainless exhaust component 36 inch long,MUFFLER,PIPE,543,116,382,140.51
CSP3.5-36XBS3,3.5 inch 304 stainless exhaust component 36 inch long,PROPRIETAR,PIPE,460,101,297,459.68
CSP3.5-36XBS,3.5 inch stainless exhaust component 36 inch long,HARDWARE,PIPE,168,70,35,232.63
CSP3.5-42SBS,3.5 inch stainless exhaust component 42 inch long,PIPE,PIPE,254,74,206,227.95
CSP3.5-42EXA,3.5 inch aluminized exhaust component 42 inch long,MUFFLER,PIPE,0,22,373,343.49
CSP3.5-42EXS3,3.5 inch 304 stainless exhaust component 42 inch long,CLAMP,PIPE,545,20,267,410.6
CSP3.5-42EXS,3.5 inch stainless exhaust component 42 inch long,MUFFLER,PIPE,0,6,307,405.91
CSP3.5-42XBA,3.5 inch aluminized exhaust component 42 inch long,BATTERY,BATTERY,239,32,139,113.07
CSP3.5-48SBC,3.5 inch chrome exhaust component 48 inch long,ELBOW,PIPE,501,19,119,44.23
CSP3.5-48EXC,3.5 inch chrome exhaust component 48 inch long,MUFFLER,PIPE,0,7,52,220.85
CSP3.5-48EXS,3.5 inch stainless exhaust component 48 inch long,HARDWARE,PIPE,0,60,369,124.77
CSP3.5-48XBS,3.5 inch stainless exhaust component 48 inch long,MUFFLER,PIPE,411,28,9,315.2
CSP3.5-54SBC,3.5 inch chrome exhaust component 54 inch long,CLAMP,PIPE,0,104,326,366.62
CSP3.5-54SBS3,3.5 inch 304 stainless exhaust component 54 inch long,CLAMP,PIPE,254,119,145,279.51
CSP3.5-54SBS,3.5 inch stainless exhaust component 54 inch long,PROPRIETAR,PIPE,94,49,221,142.59
CSP3.5-54EXC,3.5 inch chrome exhaust component 54 inch long,CLAMP,PIPE,0,114,157,405.55
CSP3.5-54EXA,3.5 inch aluminized exhaust component 54 inch long,CLAMP,PIPE,522,34,131,226.54
CSP3.5-54EXS3,3.5 inch 304 stainless exhaust component 54 inch long,CLAMP,PIPE,16,100,0,229.15
CSP3.5-54XBS3,3.5 inch 304 stainless exhaust component 54 inch long,PIPE,PIPE,210,15,31,365.59
CSP3.5-60SBC,3.5 inch chrome exhaust component 60 inch long,HARDWARE,PIPE,171,79,140,0.0
CSP3.5-60SBA,3.5 inch aluminized exhaust component 60 inch long,ELBOW,PIPE,511,74,335,469.45
CSP3.5-60SBS,3.5 inch stainless exhaust component 60 inch long,PIPE,PIPE,353,43,321,165.4
CSP3.5-60XBS,3.5 inch stainless exhaust component 60 inch long,ELBOW,PIPE,38,5,355,165.21
CSP3.5-72SBC,3.5 inch chrome exhaust component 72 inch long,PIPE,PIPE,481,100,11,395.69
CSP3.5-72SBA,3.5 inch aluminized exhaust component 72 inch long,HARDWARE,PIPE,421,86,35,441.78
CSP3.5-72SBS3,3.5 inch 304 stainless exhaust component 72 inch long,ELBOW,PIPE,48,25,182,441.91
CSP3.5-72EXA,3.5 inch aluminized exhaust component 72 inch long,MUFFLER,PIPE,15,2,239,411.32
CSP3.5-72EXS,3.5 inch stainless exhaust component 72 inch long,PIPE,PIPE,91,83,117,174.13
CSP3.5-72XBC,3.5 inch chrome exhaust component 72 inch long,CHROME,OBSOLETE,39,101,369,53.72
CSP3.5-72XBA,3.5 inch aluminized exhaust component 72 inch long,MUFFLER,PIPE,410,42,98,17.58
CSP3.5-84SBA,3.5 inch aluminized exhaust component 84 inch long,CHROME,PIPE,212,26,130,0.0
CSP3.5-84SBS3,3.5 inch 304 stainless exhaust component 84 inch long,PIPE,PIPE,21,3,191,0.0
CSP3.5-84EXC,3.5 inch chrome exhaust component 84 inch long,PIPE,PIPE,159,8,81,388.01
CSP3.5-84EXS,3.5 inch stainless exhaust component 84 inch long,ELBOW,PIPE,406,80,103,438.62
CSP3.5-84XBC,3.5 inch chrome exhaust component 84 inch long,CLAMP,PIPE,590,98,298,13.44
CSP3.5-84XBS3,3.5 inch 304 stainless exhaust component 84 inch long,MUFFLER,PIPE,456,106,56,152.5
CSP3.5-96SBA,3.5 inch aluminized exhaust component 96 inch long,CLAMP,PIPE,454,50,192,43.93
CSP3.5-96SBS3,3.5 inch 304 stainless exhaust component 96 inch long,MUFFLER,PIPE,501,73,56,443.27
CSP3.5-96XBC,3.5 inch chrome exhaust component 96 inch long,PIPE,PIPE,502,42,235,0.0
CSP3.5-96XBS3,3.5 inch 304 stainless exhaust component 96 inch long,CHROME,PIPE,314,114,294,0.0
CSP4-12SBA,4 inch aluminized exhaust component 12 inch long,CHROME,PIPE,600,34,400,401.34
CSP4-12SBSC,Cab side pipe (extended),CLAMP,PIPE,554,21,74,375.91
CSP4-12SBS3,4 inch 304 stainless exhaust component 12 inch long,CHROME,PIPE,41,119,396,206.55
CSP4-12SBS,4 inch stainless exhaust component 12 inch long,CHROME,PIPE,322,81,280,309.11
CSP4-12EXA,4 inch aluminized exhaust component 12 inch long,ELBOW,PIPE,481,17,235,124.75
CSP4-12EXS3,4 inch 304 stainless exhaust component 12 inch long,ELBOW,PIPE,547,8,2,20.95
CSP4-12XBC,4 inch chrome exhaust component 12 inch long,MUFFLER,PIPE,0,61,116,0.0
CSP4-12XBA,4 inch aluminized exhaust component 12 inch long,HARDWARE,PIPE,514,100,90,392.36
CSP4-18SBC,4 inch chrome exhaust component 18 inch long,HARDWARE,PIPE,0,11,173,219.28
CSP4-18SBSC,Cab side pipe (extended),CLAMP,PIPE,54,19,331,141.9
CSP4-18SBS,4 inch stainless exhaust component 18 inch long,ELBOW,PIPE,364,72,118,328.37
CSP4-18EXA,4 inch aluminized exhaust component 18 inch long,HARDWARE,PIPE,189,90,288,97.43
CSP4-18EXSC,Cab side pipe (extended),HARDWARE,PIPE,580,57,395,142.59
CSP4-18EXS3,4 inch 304 stainless exhaust component 18 inch long,PIPE,PIPE,395,115,111,0.0
CSP4-18XBA,4 inch aluminized exhaust component 18 inch long,CHROME,PIPE,427,87,236,333.96
CSP4-18XBSC,Cab side pipe (extended),ELBOW,PIPE,35,80,333,0.0
CSP4-18XBS,4 inch stainless exhaust component 18 inch long,HARDWARE,PIPE,66,83,316,387.25
CSP4-24XBC,4 inch chrome exhaust component 24 inch long,ELBOW,PIPE,46,4,157,65.78
CSP4-24XBSC,Cab side pipe (extended),MUFFLER,PIPE,150,109,296,372.82
CSP4-30SBC,4 inch chrome exhaust component 30 inch long,CLAMP,PIPE,600,118,213,36.69
CSP4-30SBS,4 inch stainless exhaust component 30 inch long,MUFFLER,PIPE,503,6,4,403.93
CSP4-30EXC,4 inch chrome exhaust component 30 inch long,PIPE,PIPE,598,10,170,276.66
CSP4-30EXS3,4 inch 304 stainless exhaust component 30 inch long,CHROME,PIPE,529,54,92,148.05
CSP4-30EXS,4 inch stainless exhaust component 30 inch long,MUFFLER,PIPE,294,1,12,434.94
CSP4-30XBA,4 inch aluminized exhaust component 30 inch long,ELBOW,PIPE,361,91,87,341.4
CSP4-30XBS,4 inch stainless exhaust component 30 inch long,ELBOW,PIPE,295,40,273,279.18
CSP4-36SBC,4 inch chrome exhaust component 36 inch long,ELBOW,PIPE,153,62,366,192.14
CSP4-36SBSC,Cab side pipe (extended),ELBOW,PIPE,452,110,242,101.09
CSP4-36EXC,4 inch chrome exhaust component 36 inch long,MUFFLER,PIPE,423,52,126,335.19
CSP4-36EXSC,Cab side pipe (extended),PROPRIETAR,OBSOLETE,196,31,293,209.53
CSP4-36EXS3,4 inch 304 stainless exhaust component 36 inch long,PIPE,PIPE,17,22,308,291.87
CSP4-36EXS,4 inch stainless exhaust component 36 inch long,CLAMP,PIPE,264,1,110,169.75
CSP4-36XBA,4 inch aluminized exhaust component 36 inch long,ELBOW,PIPE,435,88,316,139.72
CSP4-36XBS3,4 inch 304 stainless exhaust component 36 inch long,MUFFLER,PIPE,275,112,226,219.78
CSP4-42SBC,4 inch chrome exhaust component 42 inch long,CLAMP,PIPE,227,73,373,140.01
CSP4-42SBA,4 inch aluminized exhaust component 42 inch long,CLAMP,PIPE,398,42,190,374.64
CSP4-42SBSC,Cab side pipe (extended),CLAMP,PIPE,97,112,384,366.57
CSP4-42SBS3,4 inch 304 stainless exhaust component 42 inch long,PROPRIETAR,PIPE,559,50,396,200.72
CSP4-42EXC,4 inch chrome exhaust component 42 inch long,ELBOW,PIPE,231,63,256,211.1
CSP4-42EXA,4 inch aluminized exhaust component 42 inch long,CHROME,PIPE,577,26,380,390.29
CSP4-42EXSC,Cab side pipe (extended),HARDWARE,PIPE,61,43,265,106.53
CSP4-42EXS,4 inch stainless exhaust component 42 inch long,MUFFLER,PIPE,189,104,72,151.46
CSP4-42XBC,4 inch chrome exhaust component 42 inch long,HARDWARE,PIPE,450,75,67,128.01
CSP4-48SBS3,4 inch 304 stainless exhaust component 48 inch long,MUFFLER,PIPE,0,64,260,206.35
CSP4-48EXS3,4 inch 304 stainless exhaust component 48 inch long,HARDWARE,PIPE,557,48,217,109.33
CSP4-48EXS,4 inch stainless exhaust component 48 inch long,PIPE,PIPE,494,25,146,233.39
CSP4-48XBA,4 inch aluminized exhaust component 48 inch long,PIPE,PIPE,0,0,386,79.04
CSP4-48XBSC,Cab side pipe (extended),HARDWARE,PIPE,349,102,142,60.55
CSP4-54SBA,4 inch aluminized exhaust component 54 inch long,CLAMP,PIPE,0,81,301,361.69
CSP4-54SBSC,Cab side pipe (extended),CLAMP,PIPE,480,78,264,346.65
CSP4-54SBS3,4 inch 304 stainless exhaust component 54 inch long,CHROME,PIPE,369,24,297,324.45
CSP4-54SBS,4 inch stainless exhaust component 54 inch long,CHROME,PIPE,87,5,247,196.87
CSP4-54EXA,4 inch aluminized exhaust component 54 inch long,HARDWARE,PIPE,0,97,137,176.86
CSP4-54EXSC,Cab side pipe (extended),HARDWARE,PIPE,172,57,96,325.73
CSP4-54EXS3,4 inch 304 stainless exhaust component 54 inch long,CHROME,PIPE,480,73,118,344.42
CSP4-54XBC,4 inch chrome exhaust component 54 inch long,BATTERY,BATTERY,575,66,99,77.16
CSP4-54XBSC,Cab side pipe (extended),CLAMP,PIPE,261,28,136,390.51
CSP4-54XBS,4 inch stainless exhaust component 54 inch long,CLAMP,PIPE,444,31,94,389.67
CSP4-60SBC,4 inch chrome exhaust component 60 inch long,PROPRIETAR,PIPE,162,2,37,239.1
CSP4-60SBSC,Cab side pipe (extended),ELBOW,PIPE,334,18,276,111.75
CSP4-60SBS3,4 inch 304 stainless exhaust component 60 inch long,BATTERY,BATTERY,294,43,269,26.1
CSP4-60EXS3,4 inch 304 stainless exhaust component 60 inch long,CLAMP,PIPE,488,56,149,382.95
CSP4-60XBA,4 inch aluminized exhaust component 60 inch long,PIPE,PIPE,222,104,358,120.22
CSP4-60XBS,4 inch stainless exhaust component 60 inch long,CHROME,PIPE,225,79,152,157.6
CSP4-72SBS,4 inch stainless exhaust component 72 inch long,CHROME,PIPE,504,92,132,418.03
CSP4-84SBC,4 inch chrome exhaust component 84 inch long,ELBOW,PIPE,527,13,38,448.4
CSP4-84SBSC,Cab side pipe (extended),PIPE,PIPE,349,100,62,12.51
CSP4-84XBC,4 inch chrome exhaust component 84 inch long,MUFFLER,PIPE,465,107,183,399.38
CSP4-84XBS3,4 inch 304 stainless exhaust component 84 inch long,CHROME,PIPE,36,21,98,388.64
CSP4-96SBA,4 inch aluminized exhaust component 96 inch long,PIPE,PIPE,136,62,26,139.44
CSP4-96SBSC,Cab side pipe (extended),PIPE,PIPE,66,75,230,31.52
CSP4-96EXA,4 inch aluminized exhaust component 96 inch long,MUFFLER,PIPE,150,84,390,206.78
CSP4-96EXSC,Cab side pipe (extended),ELBOW,PIPE,2,26,262,165.41
CSP4-96XBSC,Cab side pipe (extended),CLAMP,PIPE,410,45,59,155.39
CSP4-96XBS,4 inch stainless exhaust component 96 inch long,CHROME,PIPE,362,99,60,109.44
CSP5-12SBC,5 inch chrome exhaust component 12 inch long,CLAMP,PIPE,342,11,305,0.0
CSP5-12SBSC,Cab side pipe (extended),MUFFLER,PIPE,439,25,147,413.16
CSP5-12EXC,5 inch chrome exhaust component 12 inch long,CLAMP,PIPE,154,6,385,231.53
CSP5-12EXSC,Cab side pipe (extended),MUFFLER,PIPE,499,15,178,375.61
CSP5-12EXS,5 inch stainless exhaust component 12 inch long,ELBOW,PIPE,479,66,260,249.07
CSP5-12XBA,5 inch aluminized exhaust component 12 inch long,ELBOW,PIPE,342,92,300,219.3
CSP5-12XBSC,Cab side pipe (extended),MUFFLER,PIPE,379,0,269,312.0
CSP5-18SBC,5 inch chrome exhaust component 18 inch long,ELBOW,PIPE,364,66,273,94.92
CSP5-18SBA,5 inch aluminized exhaust component 18 inch long,HARDWARE,PIPE,86,89,134,18.0
CSP5-18SBS3,5 inch 304 stainless exhaust component 18 inch long,ELBOW,PIPE,0,67,97,18.43
CSP5-18SBS,5 inch stainless exhaust component 18 inch long,HARDWARE,PIPE,17,116,191,37.06
CSP5-18EXA,5 inch aluminized exhaust component 18 inch long,PIPE,PIPE,176,61,240,413.38
CSP5-18EXSC,Cab side pipe (extended),MUFFLER,PIPE,461,41,221,64.63
CSP5-18EXS,5 inch stainless exhaust component 18 inch long,CHROME,PIPE,216,76,94,83.39
CSP5-18XBC,5 inch chrome exhaust component 18 inch long,ELBOW,PIPE,0,64,216,139.77
CSP5-18XBA,5 inch aluminized exhaust component 18 inch long,PIPE,PIPE,333,17,212,268.89
CSP5-18XBS,5 inch stainless exhaust component 18 inch long,MUFFLER,PIPE,360,19,233,82.93
CSP5-24SBSC,Cab side pipe (extended),CHROME,PIPE,100,28,153,0.0
CSP5-24SBS3,5 inch 304 stainless exhaust component 24 inch long,MUFFLER,PIPE,437,116,99,456.21
CSP5-24EXA,5 inch aluminized exhaust component 24 inch long,PIPE,PIPE,0,114,177,288.04
CSP5-24EXS3,5 inch 304 stainless exhaust component 24 inch long,ELBOW,PIPE,350,63,180,68.68
CSP5-24XBSC,Cab side pipe (extended),ELBOW,PIPE,68,79,348,286.6
CSP5-24XBS3,5 inch 304 stainless exhaust component 24 inch long,PIPE,PIPE,570,34,164,370.68
CSP5-30SBA,5 inch aluminized exhaust component 30 inch long,PROPRIETAR,PIPE,482,95,156,455.96
CSP5-30SBSC,Cab side pipe (extended),PIPE,PIPE,576,102,94,369.33
CSP5-30EXA,5 inch aluminized exhaust component 30 inch long,MUFFLER,PIPE,429,50,88,185.56
CSP5-30EXSC,Cab side pipe (extended),CLAMP,PIPE,344,27,67,79.34
CSP5-30XBC,5 inch chrome exhaust component 30 inch long,PIPE,PIPE,261,97,232,312.46
CSP5-36SBC,5 inch chrome exhaust component 36 inch long,PIPE,PIPE,0,22,182,357.97
CSP5-36SBA,5 inch aluminized exhaust component 36 inch long,MUFFLER,PIPE,355,69,294,195.53
CSP5-36SBS3,5 inch 304 stainless exhaust component 36 inch long,ELBOW,PIPE,171,98,87,319.73
CSP5-36SBS,5 inch stainless exhaust component 36 inch long,ELBOW,PIPE,515,105,271,468.9
CSP5-36EXA,5 inch aluminized exhaust component 36 inch long,PIPE,PIPE,18,88,340,277.5
CSP5-36XBSC,Cab side pipe (extended),CHROME,PIPE,2,3,17,143.81
CSP5-36XBS3,5 inch 304 stainless exhaust component 36 inch long,HARDWARE,PIPE,328,56,344,468.63
CSP5-36XBS,5 inch stainless exhaust component 36 inch long,CLAMP,PIPE,341,42,114,24.56
CSP5-42SBC,5 inch chrome exhaust component 42 inch long,PIPE,PIPE,510,118,152,84.96
